timestamp,juror,repo_a,repo_b,parent,choice,multiplier,reasoning
2025-01-24T19:03:52.628Z,L1Juror1,https://github.com/erigontech/erigon,https://github.com/hyperledger/besu,ethereum,2.0,5.27,
2025-01-24T19:17:57.066Z,L1Juror1,https://github.com/web3/web3.js,https://github.com/paradigmxyz/reth,ethereum,1.0,2.22,
2025-01-24T19:20:19.601Z,L1Juror1,https://github.com/erigontech/erigon,https://github.com/ethereum/go-ethereum,ethereum,2.0,10.55,
2025-01-24T19:25:40.017Z,L1Juror1,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/ethers-io/ethers.js,ethereum,2.0,4.0,
2025-01-15T11:19:51.121Z,L1Juror10,https://github.com/erigontech/erigon,https://github.com/ethereum/web3.py,ethereum,1.0,50.0,
2025-01-15T11:22:16.292Z,L1Juror10,https://github.com/prysmaticlabs/prysm,https://github.com/hyperledger/besu,ethereum,1.0,3.0,
2025-01-15T11:24:06.402Z,L1Juror10,https://github.com/safe-global/safe-smart-account,https://github.com/paradigmxyz/reth,ethereum,1.0,1.5,
2025-01-15T11:25:53.213Z,L1Juror10,https://github.com/vyperlang/vyper,https://github.com/ethereum/go-ethereum,ethereum,2.0,10.0,
2025-01-15T20:40:34.675Z,L1Juror11,https://github.com/hyperledger/besu,https://github.com/grandinetech/grandine,ethereum,1.0,50.0,
2025-01-15T20:42:56.210Z,L1Juror11,https://github.com/erigontech/erigon,https://github.com/sigp/lighthouse,ethereum,2.0,5.0,
2025-01-15T20:43:45.271Z,L1Juror11,https://github.com/grandinetech/grandine,https://github.com/ethereum/solidity,ethereum,2.0,40.0,
2025-01-23T14:54:25.432Z,L1Juror13,https://github.com/web3/web3.js,https://github.com/a16z/helios,ethereum,1.0,5.0,
2025-01-23T15:26:15.490Z,L1Juror13,https://github.com/chainsafe/lodestar,https://github.com/safe-global/safe-smart-account,ethereum,1.0,8.0,
2025-01-23T16:02:52.540Z,L1Juror13,https://github.com/paradigmxyz/reth,https://github.com/vyperlang/vyper,ethereum,1.0,3.0,
2025-01-23T16:11:48.029Z,L1Juror13,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/nethermindeth/nethermind,ethereum,2.0,5.0,
2025-01-23T16:29:20.907Z,L1Juror13,https://github.com/status-im/nimbus-eth2,https://github.com/erigontech/erigon,ethereum,2.0,1.5,
2025-01-23T16:33:06.018Z,L1Juror13,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/paradigmxyz/reth,ethereum,2.0,4.0,
2025-01-23T16:38:52.720Z,L1Juror13,https://github.com/ethereum/fe,https://github.com/hyperledger-web3j/web3j,ethereum,2.0,5.0,
2025-01-23T16:42:20.093Z,L1Juror13,https://github.com/ethers-io/ethers.js,https://github.com/nomicfoundation/hardhat,ethereum,1.0,3.0,
2025-01-23T16:55:00.152Z,L1Juror13,https://github.com/ethereum/web3.py,https://github.com/consensys/teku,ethereum,2.0,10.0,
2025-01-23T16:59:25.720Z,L1Juror13,https://github.com/erigontech/erigon,https://github.com/ethereum-lists/chains,ethereum,1.0,5.0,
2025-01-23T17:01:15.387Z,L1Juror13,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/fe,ethereum,1.0,10.0,
2025-01-20T10:07:56.392Z,L1Juror14,https://github.com/ethereum/solidity,https://github.com/nethermindeth/nethermind,ethereum,1.0,10.0,
2025-01-20T10:08:50.289Z,L1Juror14,https://github.com/paradigmxyz/reth,https://github.com/ethereum/solidity,ethereum,2.0,10.0,
2025-01-20T10:09:14.587Z,L1Juror14,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/solidity,ethereum,2.0,10.0,
2025-01-20T10:09:40.295Z,L1Juror14,https://github.com/web3/web3.js,https://github.com/ethereum/remix-project,ethereum,2.0,3.0,
2025-02-20T16:05:26.011Z,L1Juror15,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,ethereum,2.0,1.5,
2025-02-20T16:08:00.121Z,L1Juror15,https://github.com/vyperlang/vyper,https://github.com/ethereum/fe,ethereum,2.0,2.0,
2025-03-01T02:25:04.715Z,L1Juror15,https://github.com/ethereum/py-evm,https://github.com/ethereum/sourcify,ethereum,2.0,2.5,
2025-03-01T02:26:27.301Z,L1Juror15,https://github.com/erigontech/erigon,https://github.com/alloy-rs/alloy,ethereum,1.0,4.0,
2025-03-01T04:24:15.931Z,L1Juror15,https://github.com/erigontech/erigon,https://github.com/hyperledger-web3j/web3j,ethereum,1.0,2.5,
2025-03-01T16:06:47.292Z,L1Juror15,https://github.com/grandinetech/grandine,https://github.com/chainsafe/lodestar,ethereum,1.0,2.0,
2025-03-01T16:08:01.124Z,L1Juror15,https://github.com/consensys/teku,https://github.com/erigontech/erigon,ethereum,1.0,2.5,
2025-01-23T00:54:40.483Z,L1Juror16,https://github.com/safe-global/safe-smart-account,https://github.com/a16z/helios,ethereum,1.0,20.0,
2025-01-24T01:45:02.484Z,L1Juror17,https://github.com/grandinetech/grandine,https://github.com/status-im/nimbus-eth2,ethereum,2.0,5.0,
2025-01-24T01:51:46.455Z,L1Juror17,https://github.com/sigp/lighthouse,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,1.0,10.0,
2025-01-24T02:18:48.528Z,L1Juror17,https://github.com/ethers-io/ethers.js,https://github.com/eth-infinitism/account-abstraction,ethereum,1.0,100.0,
2025-01-24T02:24:52.470Z,L1Juror17,https://github.com/eth-infinitism/account-abstraction,https://github.com/alloy-rs/alloy,ethereum,2.0,10.0,
2025-01-24T02:32:09.269Z,L1Juror17,https://github.com/ethereum/remix-project,https://github.com/ethereum/solidity,ethereum,2.0,999.0,
2025-01-24T02:41:06.537Z,L1Juror17,https://github.com/wevm/viem,https://github.com/vyperlang/vyper,ethereum,2.0,20.0,
2025-01-24T02:47:20.065Z,L1Juror17,https://github.com/sigp/lighthouse,https://github.com/consensys/teku,ethereum,1.0,1.5,
2025-01-24T03:13:57.993Z,L1Juror17,https://github.com/prysmaticlabs/prysm,https://github.com/web3/web3.js,ethereum,1.0,100.0,
2025-01-24T03:25:50.949Z,L1Juror17,https://github.com/ethereum/go-ethereum,https://github.com/nomicfoundation/hardhat,ethereum,1.0,50.0,
2025-01-24T03:25:40.315Z,L1Juror17,https://github.com/nethermindeth/nethermind,https://github.com/nomicfoundation/hardhat,ethereum,1.0,50.0,
2025-01-24T17:51:14.540Z,L1Juror18,https://github.com/sigp/lighthouse,https://github.com/ethereum/sourcify,ethereum,2.0,999.0,
2025-03-01T23:45:15.947Z,L1Juror19,https://github.com/ethereum/web3.py,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,2.0,10.0,
2025-03-01T23:45:47.006Z,L1Juror19,https://github.com/erigontech/erigon,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,1.0,100.0,
2025-03-01T23:46:01.328Z,L1Juror19,https://github.com/erigontech/erigon,https://github.com/ethereum/py-evm,ethereum,1.0,100.0,
2025-03-01T23:46:17.565Z,L1Juror19,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/go-ethereum,ethereum,2.0,1.0,
2025-03-01T23:47:59.695Z,L1Juror19,https://github.com/paradigmxyz/reth,https://github.com/ethers-io/ethers.js,ethereum,1.0,2.0,
2025-03-01T23:48:31.564Z,L1Juror19,https://github.com/nethereum/nethereum,https://github.com/hyperledger-web3j/web3j,ethereum,2.0,2.0,
2025-03-01T23:48:54.542Z,L1Juror19,https://github.com/ethereum/web3.py,https://github.com/ethereum/remix-project,ethereum,2.0,2.0,
2025-03-01T23:49:30.340Z,L1Juror19,https://github.com/alloy-rs/alloy,https://github.com/nethermindeth/nethermind,ethereum,2.0,3.0,
2025-03-01T23:49:55.709Z,L1Juror19,https://github.com/ethereum/remix-project,https://github.com/vyperlang/titanoboa,ethereum,1.0,10.0,
2024-12-26T19:52:06.179Z,L1Juror2,https://github.com/vyperlang/vyper,https://github.com/ethereum/go-ethereum,ethereum,2.0,90.0,
2024-12-26T19:53:19.263Z,L1Juror2,https://github.com/status-im/nimbus-eth2,https://github.com/chainsafe/lodestar,ethereum,1.0,3.0,
2025-01-28T12:59:07.641Z,L1Juror20,https://github.com/vyperlang/vyper,https://github.com/ethers-io/ethers.js,ethereum,2.0,2.0,
2025-01-28T12:59:37.537Z,L1Juror20,https://github.com/alloy-rs/alloy,https://github.com/consensys/teku,ethereum,2.0,5.0,
2025-01-28T13:00:05.871Z,L1Juror20,https://github.com/nomicfoundation/hardhat,https://github.com/prysmaticlabs/prysm,ethereum,2.0,5.0,
2025-01-28T13:00:35.114Z,L1Juror20,https://github.com/hyperledger/besu,https://github.com/vyperlang/vyper,ethereum,1.0,5.0,
2025-01-31T17:18:22.757Z,L1Juror21,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/hyperledger-web3j/web3j,ethereum,2.0,2.0,
2025-01-31T17:24:38.933Z,L1Juror21,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum/py-evm,ethereum,2.0,4.0,
2025-02-01T06:22:49.111Z,L1Juror22,https://github.com/prysmaticlabs/prysm,https://github.com/wevm/viem,ethereum,1.0,5.0,
2025-02-01T06:36:22.123Z,L1Juror22,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/nomicfoundation/hardhat,ethereum,2.0,2.0,
2025-02-01T06:51:05.624Z,L1Juror22,https://github.com/sigp/lighthouse,https://github.com/chainsafe/lodestar,ethereum,1.0,2.0,
2025-02-01T06:58:21.979Z,L1Juror22,https://github.com/sigp/lighthouse,https://github.com/scaffold-eth/scaffold-eth-2,ethereum,1.0,2.0,
2025-02-03T15:30:05.000Z,L1Juror23,https://github.com/a16z/helios,https://github.com/ethereum/solidity,ethereum,2.0,4.0,
2025-03-30T05:15:03.086Z,L1Juror24,https://github.com/ethereum-lists/chains,https://github.com/ethereum/web3.py,ethereum,2.0,2.0,
2025-03-30T05:19:12.982Z,L1Juror24,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/remix-project,ethereum,1.0,2.0,
2025-03-30T05:21:23.473Z,L1Juror24,https://github.com/ethereum/solidity,https://github.com/eth-infinitism/account-abstraction,ethereum,1.0,5.0,
2025-03-30T05:45:07.269Z,L1Juror24,https://github.com/ethereum/sourcify,https://github.com/erigontech/erigon,ethereum,2.0,10.0,
2025-03-30T07:14:16.531Z,L1Juror24,https://github.com/foundry-rs/foundry,https://github.com/ethereumjs/ethereumjs-monorepo,ethereum,2.0,3.0,
2025-03-30T07:26:03.187Z,L1Juror24,https://github.com/sigp/lighthouse,https://github.com/nethereum/nethereum,ethereum,1.0,5.0,
2025-03-30T07:19:50.366Z,L1Juror24,https://github.com/nethermindeth/nethermind,https://github.com/nethereum/nethereum,ethereum,1.0,10.0,
2025-03-30T07:23:19.652Z,L1Juror24,https://github.com/alloy-rs/alloy,https://github.com/ethereum/sourcify,ethereum,1.0,5.0,
2025-03-30T07:25:51.954Z,L1Juror24,https://github.com/consensys/teku,https://github.com/ethereum/sourcify,ethereum,1.0,20.0,
2025-03-30T07:29:56.793Z,L1Juror24,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,ethereum,2.0,50.0,
2025-02-12T08:30:54.890Z,L1Juror25,https://github.com/ethers-io/ethers.js,https://github.com/paradigmxyz/reth,ethereum,2.0,30.0,
2025-02-26T06:13:40.360Z,L1Juror25,https://github.com/sigp/lighthouse,https://github.com/ethereum/web3.py,ethereum,2.0,2.0,
2025-03-12T02:22:05.162Z,L1Juror26,https://github.com/hyperledger/besu,https://github.com/scaffold-eth/scaffold-eth-2,ethereum,2.0,2.0,
2025-03-24T22:11:47.595Z,L1Juror27,https://github.com/ethers-io/ethers.js,https://github.com/hyperledger/besu,ethereum,1.0,5.0,
2025-03-24T22:29:31.253Z,L1Juror27,https://github.com/consensys/teku,https://github.com/hyperledger-web3j/web3j,ethereum,2.0,5.0,
2025-03-24T22:42:23.915Z,L1Juror27,https://github.com/sigp/lighthouse,https://github.com/safe-global/safe-smart-account,ethereum,2.0,5.0,
2025-03-24T22:46:32.827Z,L1Juror27,https://github.com/grandinetech/grandine,https://github.com/ethereum/go-ethereum,ethereum,2.0,22.0,
2025-03-24T22:52:10.228Z,L1Juror27,https://github.com/consensys/teku,https://github.com/grandinetech/grandine,ethereum,1.0,28.0,
2025-03-24T22:57:51.653Z,L1Juror27,https://github.com/ethereum/go-ethereum,https://github.com/ethereum/web3.py,ethereum,1.0,5.0,
2025-03-24T23:00:17.260Z,L1Juror27,https://github.com/sigp/lighthouse,https://github.com/nomicfoundation/hardhat,ethereum,2.0,5.0,
2025-03-24T23:03:40.270Z,L1Juror27,https://github.com/alloy-rs/alloy,https://github.com/ethereum/solidity,ethereum,2.0,5.0,
2025-03-24T23:06:56.742Z,L1Juror27,https://github.com/grandinetech/grandine,https://github.com/scaffold-eth/scaffold-eth-2,ethereum,2.0,3.0,
2025-03-24T23:08:56.072Z,L1Juror27,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/fe,ethereum,1.0,10.0,
2025-03-30T04:17:04.680Z,L1Juror28,https://github.com/ethereumjs/ethereumjs-monorepo,https://github.com/vyperlang/titanoboa,ethereum,1.0,3.5,
2025-03-30T04:19:32.173Z,L1Juror28,https://github.com/erigontech/erigon,https://github.com/ethereum/go-ethereum,ethereum,2.0,10.0,
2025-03-30T04:24:26.983Z,L1Juror28,https://github.com/ethereum-lists/chains,https://github.com/nethereum/nethereum,ethereum,2.0,2.0,
2025-03-30T04:34:06.299Z,L1Juror28,https://github.com/status-im/nimbus-eth2,https://github.com/chainsafe/lodestar,ethereum,1.0,2.0,
2025-03-30T04:38:09.817Z,L1Juror28,https://github.com/paradigmxyz/reth,https://github.com/nethermindeth/nethermind,ethereum,1.0,7.5,
2025-03-30T05:01:54.338Z,L1Juror28,https://github.com/ethereum/sourcify,https://github.com/consensys/teku,ethereum,2.0,5.0,
2025-03-30T05:04:18.025Z,L1Juror28,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum-lists/chains,ethereum,1.0,8.0,
2025-03-30T05:09:59.940Z,L1Juror28,https://github.com/sigp/lighthouse,https://github.com/grandinetech/grandine,ethereum,1.0,10.0,
2025-03-30T05:12:19.476Z,L1Juror28,https://github.com/paradigmxyz/reth,https://github.com/ethereum/remix-project,ethereum,1.0,5.0,
2025-03-30T05:16:06.551Z,L1Juror28,https://github.com/erigontech/erigon,https://github.com/foundry-rs/foundry,ethereum,2.0,20.0,
2025-03-30T21:17:32.819Z,L1Juror29,https://github.com/ethereum/go-ethereum,https://github.com/status-im/nimbus-eth2,ethereum,2.0,2.0,
2025-03-30T21:18:25.091Z,L1Juror29,https://github.com/consensys/teku,https://github.com/erigontech/erigon,ethereum,2.0,1.0,
2025-03-30T21:18:40.643Z,L1Juror29,https://github.com/ethers-io/ethers.js,https://github.com/openzeppelin/openzeppelin-contracts,ethereum,1.0,4.0,
2025-03-30T21:19:41.644Z,L1Juror29,https://github.com/ethereum/remix-project,https://github.com/status-im/nimbus-eth2,ethereum,1.0,10.0,
2025-03-30T21:20:45.861Z,L1Juror29,https://github.com/vyperlang/titanoboa,https://github.com/consensys/teku,ethereum,2.0,3.0,
2025-03-30T21:22:10.399Z,L1Juror29,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/alloy-rs/alloy,ethereum,2.0,5.0,
2025-03-30T21:23:14.377Z,L1Juror29,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethers-io/ethers.js,ethereum,2.0,3.0,
2025-03-30T21:23:51.694Z,L1Juror29,https://github.com/ethereum/go-ethereum,https://github.com/consensys/teku,ethereum,1.0,10.0,
2025-03-30T21:25:10.009Z,L1Juror29,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/web3.py,ethereum,2.0,2.0,
2025-03-30T21:26:03.371Z,L1Juror29,https://github.com/eth-infinitism/account-abstraction,https://github.com/chainsafe/lodestar,ethereum,1.0,2.0,
2025-03-30T21:27:35.282Z,L1Juror29,https://github.com/ethereum/sourcify,https://github.com/nethereum/nethereum,ethereum,2.0,2.0,
2024-12-26T22:01:17.928Z,L1Juror3,https://github.com/prysmaticlabs/prysm,https://github.com/ethereum/remix-project,ethereum,1.0,10.0,
2025-03-31T16:32:48.675Z,L1Juror30,https://github.com/hyperledger/besu,https://github.com/ethereum/go-ethereum,ethereum,2.0,5.0,
2025-01-06T11:39:57.877Z,L1Juror4,https://github.com/prysmaticlabs/prysm,https://github.com/status-im/nimbus-eth2,ethereum,1.0,1.1,
2025-01-06T11:48:38.625Z,L1Juror4,https://github.com/chainsafe/lodestar,https://github.com/paradigmxyz/reth,ethereum,1.0,1.5,
2025-01-06T11:59:57.694Z,L1Juror4,https://github.com/erigontech/erigon,https://github.com/eth-infinitism/account-abstraction,ethereum,1.0,6.0,
2024-12-31T10:54:20.684Z,L1Juror5,https://github.com/ethereum/remix-project,https://github.com/paradigmxyz/reth,ethereum,1.0,1.5,
2024-12-31T10:56:05.764Z,L1Juror5,https://github.com/prysmaticlabs/prysm,https://github.com/ethereum/go-ethereum,ethereum,2.0,4.0,
2024-12-31T10:57:40.797Z,L1Juror5,https://github.com/status-im/nimbus-eth2,https://github.com/erigontech/erigon,ethereum,1.0,1.1,
2024-12-31T10:59:59.274Z,L1Juror5,https://github.com/status-im/nimbus-eth2,https://github.com/paradigmxyz/reth,ethereum,2.0,1.1,
2025-01-28T10:15:00.418Z,L1Juror6,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,ethereum,2.0,20.0,
2025-01-28T10:15:30.931Z,L1Juror6,https://github.com/ethereum/fe,https://github.com/vyperlang/titanoboa,ethereum,2.0,1.0,
2025-01-28T10:16:09.031Z,L1Juror6,https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,ethereum,2.0,2.0,
2025-02-10T10:14:57.214Z,L1Juror6,https://github.com/nethereum/nethereum,https://github.com/prysmaticlabs/prysm,ethereum,2.0,2.0,
2025-02-10T10:16:03.996Z,L1Juror6,https://github.com/grandinetech/grandine,https://github.com/vyperlang/titanoboa,ethereum,2.0,1.0,
2025-02-10T10:17:28.203Z,L1Juror6,https://github.com/nomicfoundation/hardhat,https://github.com/openzeppelin/openzeppelin-contracts,ethereum,1.0,5.0,
2025-02-10T10:19:39.512Z,L1Juror6,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/safe-global/safe-smart-account,ethereum,2.0,3.0,
2025-02-10T10:22:16.507Z,L1Juror6,https://github.com/erigontech/erigon,https://github.com/wevm/viem,ethereum,1.0,2.0,
2025-01-06T14:31:02.748Z,L1Juror7,https://github.com/ethereum/go-ethereum,https://github.com/sigp/lighthouse,ethereum,1.0,1.0,
2025-01-06T14:31:20.921Z,L1Juror7,https://github.com/chainsafe/lodestar,https://github.com/consensys/teku,ethereum,2.0,1.5,
2025-01-08T17:17:07.362Z,L1Juror8,https://github.com/ethereum/py-evm,https://github.com/safe-global/safe-smart-account,ethereum,2.0,500.0,
2025-01-08T17:17:32.528Z,L1Juror8,https://github.com/grandinetech/grandine,https://github.com/eth-infinitism/account-abstraction,ethereum,2.0,300.0,
2025-03-01T07:14:47.140Z,L1Juror9,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/vyperlang/titanoboa,ethereum,1.0,100.0,
2025-03-01T07:19:51.280Z,L1Juror9,https://github.com/consensys/teku,https://github.com/ethereum/web3.py,ethereum,2.0,10.0,
2025-03-01T07:23:49.752Z,L1Juror9,https://github.com/safe-global/safe-smart-account,https://github.com/paradigmxyz/reth,ethereum,2.0,8.0,
2025-03-01T07:31:41.353Z,L1Juror9,https://github.com/foundry-rs/foundry,https://github.com/paradigmxyz/reth,ethereum,1.0,20.0,
2025-03-01T07:34:19.636Z,L1Juror9,https://github.com/ethereum/remix-project,https://github.com/prysmaticlabs/prysm,ethereum,2.0,10.0,
2025-03-01T07:35:55.487Z,L1Juror9,https://github.com/ethereum-lists/chains,https://github.com/ethereum/web3.py,ethereum,2.0,10.0,
2025-01-06T18:17:46.900Z,L3Juror 1,https://github.com/psf/requests,https://github.com/pydantic/pydantic,https://github.com/ethereum/web3.py,1.0,256.0,requests is heavily relied on. pydantic is nice-to-have.
2025-01-15T12:20:09.960Z,L3Juror2,https://github.com/psf/requests,https://github.com/pydantic/pydantic,https://github.com/ethereum/web3.py,1.0,64.0,"Both provide important and generic features for python, not focused on Ethereum. The requests library is fundamentally more important than pydantic because many applications rely on it, while type hints are more a nice-to-have."
2025-03-05T09:55:21.709Z,L3Juror22,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/psf/requests,https://github.com/vyperlang/titanoboa,2.0,4.0,"requests is used for all basic http requests within boa, the other is just a theme for the docs"
